"name","sys_class_name","category","version","operational_status"
"!! VCM_SMILE - SPOSTATO 02","Database MS SQL","","15.0.4455.2","Operational"
"!! VCM_WEB_ESE - SPOSTATO 02","Database MS SQL","","15.0.4455.2","Operational"
"!! VCM_WEB_FLUSSO_VCM - SPOSTATO 02","Database MS SQL","","15.0.4455.2","Operational"
"!! VCM_WEB_REPORT - SPOSTATO 02","Database MS SQL","","15.0.4455.2","Operational"
"!! VCM_WEB_SMART - SPOSTATO 02","Database MS SQL","","15.0.4455.2","Operational"
"!! zz_CRCC - SPOSTATO 00","Database MS SQL","","15.0.4455.2","Operational"
"!! zz_DATI_GOAL_PER_FOUR - SPOSTATO 00","Database MS SQL","","15.0.4455.2","Operational"
"!! zz_FAQ - SPOSTATO 00","Database MS SQL","","15.0.4455.2","Operational"
"!! zz_FAQ_RD - SPOSTATO 00","Database MS SQL","","15.0.4455.2","Operational"
".NET Common Language Runtime:4.0 : c20awiwf2f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c6aapiscpf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c6aapiscpf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c6aawgplif00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c6aawmenaf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c9aaegefef02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c9aawcmeef00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c9aawcsa7f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c9aawcsa7f01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c9aawcsahf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c9aawcsahf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : c9aawige0f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaaegefef00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawcaref00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawcaref02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawchrgf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawchrgf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawedexf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawedexf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawiadef03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawisclf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawisclf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawisclf04","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawiwfmf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaawmemsa00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaazidauf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaazidauf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaazism5f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaazzdaua00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwaazzdaua01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwazwidaof00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwazwmbaaf07","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : cwazwzfo0f03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : dnspublicawsit1","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : dnspublicawsit2","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : dnspublicawsit3","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e20abipima05","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e20apidaaf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e20apidaaf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e22jumpdmzt102","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aaciscmf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aaciscmf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aawidagf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aawidagf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aawiwfmf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aawiwfmf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aawiwfmf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aawiwfmf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aazidasf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aazidasf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e2aazisdef01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aahiscif02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aahiscif03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aapiscpf04","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aapiscpf05","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawdclfa00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawgallf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawgecpf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawgenrf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawgpi2f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawgplif00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawmbard03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawmenaf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aawmenaf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aaziapsf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aazmfo0f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e6aazmsiof00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aaegsida43","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aaemhila00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aaemprpd00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aaemrpua02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aawgplia07","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aawige0f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aawige0f06","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aawige0f07","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aawmmoif00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9aazmsevf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9abwgpioa07","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : e9abzigima00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ew0azkagcore120","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ew0azkagcore174","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ew0azkagcore238","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ew0azkagcore307","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ew0azkagcore428","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ew0azkagcore492","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaceapga00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaciscmf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaciscmf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaegefea02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaegefea03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaeggeaa01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaegpief00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaemsitf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaezgdef00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaaezidma00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaahgpubf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaahgpubf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaahidalf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaahidalf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcaref00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcaref01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawchrgf04","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawchrgf07","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcsa7f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcsa7f01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcsahf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcsahf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcseia00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcseia01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcseia02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawcseif00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawddnsa01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawddnsa02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawdo36a02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawedexf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawedexf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawedexf04","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawgbesf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawggipf04","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawghccf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawgmayf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawgpicf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawgsd1f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawiadef04","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawiadef05","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawiddmf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawisclf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawisclf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawisclf04","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawisclf05","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawmnuof01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawmnuof02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawmtldf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawytokf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawzfouf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawzhohd00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawzsmef00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaawzsmef01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazcsief00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazidacf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazidacf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazidaof00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazidaof01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazidauf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazidauf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazigonf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazisydf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazisyga15","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazmenaf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazmin3f02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazmsyif00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazzdaua00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazzdaua01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazzpacf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazzsyla02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewaazzsyla03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewabziap0f02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewabziap0f03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewabzmenaf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewadwzde2a01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwcennf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwcennf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwcgeaa02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwdmo1a06","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwggega00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwigdsf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwmapld00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwmbaaf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwmdskd00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwzauva00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwzfo0f02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewazwzrrha03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewdpkicdp01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : ewdpkicdp02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : hwabziap0a00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : hwafwmmdbf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : s6aawgallf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : s6aawmenaf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : s6aazmfo0f00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : s9aaeinesf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : swaacggema00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : swaawchrgf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : swaawedexf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : swaawedexf03","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : swaawzecpf02","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : swazwgeccf00","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : swazwzeccf01","Applicazione","Resource","4.0","Operational"
".NET Common Language Runtime:4.0 : tw0bnkarcgis01","Applicazione","Resource","4.0","Operational"
".NET Core Runtime:2.0 : cwaacipima00","Applicazione","Resource","2.0","Operational"
".NET Core Runtime:2.0 : ewaaemadif00","Applicazione","Resource","2.0","Operational"
".NET Core Runtime:2.0 : ewaahicdcf03","Applicazione","Resource","2.0","Operational"
".NET Core Runtime:2.0 : s6aawgprhf00","Applicazione","Resource","2.0","Operational"
".NET Core Runtime:2.0 : s9aaemadif00","Applicazione","Resource","2.0","Operational"
".NET Core Runtime:2.1 : c20awiwfmf00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : c20awiwfmf01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : c9aaegapof00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : c9aaegapof01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : c9aaegsi3f00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : c9aaemdypf00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : c9aawmdm2a00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : cwaacipima00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : cwaawivqcf00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : cwaawivqcf01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : cwazwmccsa00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e20awiwfmf06","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e20awiwfmf07","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e6aaziplod01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e6aazmmoef01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9aaciaoff00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9aaegapof00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9aaegapof01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9aaemdypf00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9aawbspia00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9aawgmosf01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9abziploa34","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : e9abziplrd00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : ewaawinina04","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : ewaawivqcf00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : ewaawivqcf01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : s20awiwfmf01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : s6aawgprhf00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : s6aazmmoef00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : s9aaegapof00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : s9aaegapof01","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : s9aaegsi3f00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : s9aawgprha00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.1 : swaawivqcf00","Applicazione","Resource","2.1","Operational"
".NET Core Runtime:2.2 : c6aawgsmnf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : c9aaemdypf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : c9aawmdm2a00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : c9aazipiba02","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : cwaacipima00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : cwaaegviia00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : cwaawgneyf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : cwaawzdm2a00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : cwaawzsogf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : e6aawgprhf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : e9aaemdypf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : e9aawgplia04","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : e9aawmdm2a04","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : e9aawmdm2a05","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : e9abzifosa00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaaegviif00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaahicdcf02","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaahicdcf03","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaahireha00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaahmpagf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaawgneyf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaawgneyf01","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaawgsmnf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaawgsmnf01","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaawisoga00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaawivqcf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaawivqcf01","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaazipiba00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaazipiba02","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewaazmwitf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : ewabzmwi1d00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : s9aaemdypf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : swaaegsg1f00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:2.2 : swaawgbomf00","Applicazione","Resource","2.2","Operational"
".NET Core Runtime:3.0 : cwaacipima00","Applicazione","Resource","3.0","Operational"
".NET Core Runtime:3.0 : cwaawbegia00","Applicazione","Resource","3.0","Operational"
".NET Core Runtime:3.0 : ewaaebegia00","Applicazione","Resource","3.0","Operational"
".NET Core Runtime:3.0 : swaaebegia00","Applicazione","Resource","3.0","Operational"
".NET Core Runtime:3.1 : c6aaegcobf00","Applicazione","Resource","3.1","Operational"
".NET Core Runtime:3.1 : c6aaemspea00","Applicazione","Resource","3.1","Operational"
".NET Core Runtime:3.1 : c6aaemspea01","Applicazione","Resource","3.1","Operational"
".NET Core Runtime:3.1 : c6aaemspea02","Applicazione","Resource","3.1","Operational"
".NET Core Runtime:3.1 : c6aaemspea03","Applicazione","Resource","3.1","Operational"
