"name","sys_class_name","category","version","operational_status"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Alert Processing","Componente applicazione ServiceNow","","","Operational"
"Allegro","Icona applicazione Citrix","Virtual Applications","","Operational"
"ALLEGRO - AUSTRALIA","Servizio infrastrutturale","General","","Operational"
"ALLEGRO - GREECE","Servizio infrastrutturale","General","","Operational"
"AMATIA PERU","Servizio infrastrutturale","General","","Operational"
"amatia-pro","Applicazioni bilanciamento del carico","ELB","","Operational"
"amatiaqa-qua","Applicazioni bilanciamento del carico","ELB","","Operational"
"Amazon MSK Cluster esol-ap07615-dev-msk-kafka-veigha-00","Applicazione","Resource","","Operational"
"Amazon MSK Cluster esol-ap29551-prod-msk-kafka-veigtarget-prod","Applicazione","Resource","","Operational"
"Amazon MSK Cluster esol-ap35663-prod-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster gcdh-ap35648-dev-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster gcdh-ap35648-prod-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster gcdh-ap35648-qa-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glgt-it00130-dev-msk-geob-dev","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glgt-it00130-prod-msk-geob-prod","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glgt-it00130-qa-msk-geob-qa","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glhl-ap35608-dev-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glhl-ap35608-prod-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glhl-ap35608-qa-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glhl-ap35721-prod-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glhl-ap35740-dev-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glhl-ap35740-prod-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glhl-ap35740-qa-msk-platform-ca","Applicazione","Resource","","Operational"
"Amazon MSK Cluster glin-ap0198301-prod-msk-kafkaprohorusv2","Applicazione","Resource","","Operational"
"Amazon MSK Cluster loib-ap02222-dev-msk-kafkadeskronos","Applicazione","Resource","","Operational"
"Amazon MSK Cluster loib-ap02222-prod-msk-kafkaprokronos","Applicazione","Resource","","Operational"
"Amazon MSK Cluster loib-ap02261-msk-dev-everest3","Applicazione","Resource","","Operational"
"Amazon MSK Cluster loib-ap02261-msk-test-everest3","Applicazione","Resource","","Operational"
"Amazon MSK Cluster loib-ap02261-prod-msk-ods","Applicazione","Resource","","Operational"
"Amazon MSK Cluster loib-ap02261-qa-msk-everest3","Applicazione","Resource","","Operational"
"Analytics per Security-Anti Frode","Servizio infrastrutturale","General","","Operational"
"Analytics per Security-Controllo Accessi","Servizio infrastrutturale","General","","Operational"
"Apache ActiveMQ 5.14 identified as localhost on tlaawima3a01","Applicazione","Resource","5.14","Operational"
"Apache ActiveMQ 5.15 on hl0awimaea03","Applicazione","Resource","5.15","Operational"
"Apache ActiveMQ 5.15 on hl0azigdaa00","Applicazione","Resource","5.15","Operational"
"Apache ActiveMQ identified as localhost on claaemsa0a22","Applicazione","Resource","","Operational"
"Apache Cassandra 2.2 on claawmivra08.enelint.global","Applicazione","Resource","2.2","Operational"
"Apache Cassandra 3.11 on elaawdmota00.enelint.global","Applicazione","Resource","3.11","Operational"
"Apache Cassandra 3.11 on elaawdmota01.enelint.global","Applicazione","Resource","3.11","Operational"
"Apache Cassandra 3.11 on slaawdmota00","Applicazione","Resource","3.11","Operational"
"Apache CouchDB Server on c6aawghcca03","Applicazione","Resource","","Operational"
"Apache CouchDB Server on e6aawghccd00","Applicazione","Resource","","Operational"
"Apache CouchDB Server on e9abwgargd00","Applicazione","Resource","","Operational"
"Apache CouchDB Server on hwadwmpita03","Applicazione","Resource","","Operational"
"Apache CXF on c9aawgmeba00","Applicazione","Resource","","Operational"
"Apache CXF on claawgmesa00","Applicazione","Resource","","Operational"
"Apache CXF on claawgmesa01","Applicazione","Resource","","Operational"
"Apache CXF on claawgmesa02","Applicazione","Resource","","Operational"
"Apache CXF on elaawgmeoa00","Applicazione","Resource","","Operational"
"Apache CXF on elaawgmeoa01","Applicazione","Resource","","Operational"
"Apache CXF on elaawgmera01","Applicazione","Resource","","Operational"
"Apache CXF on ewaawgmela00","Applicazione","Resource","","Operational"
"Apache CXF on ewaawgmera00","Applicazione","Resource","","Operational"
"Apache CXF on slaaween3a17","Applicazione","Resource","","Operational"
"Apache Derby Database Engine 10.11 on claawmdaaa02","Applicazione","Resource","10.11","Operational"
"Apache Derby Database Engine 10.11 on elaawmdaaa02","Applicazione","Resource","10.11","Operational"
"Apache Derby Database Engine 10.8 on claawcgeaa00","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on claawcgeaa02","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on claawcgeaa03","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on claawcgeaa04","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on claawcgeaa05","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on claawcgeaa06","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on claawcgeaa07","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on elaawcgeaa00","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on elaawcgeaa01","Applicazione","Resource","10.8","Operational"
"Apache Derby Database Engine 10.8 on elaawcgeaa02","Applicazione","Resource","10.8","Operational"
