"name","short_description","apm_business_process","application_type","architecture_type","install_type","install_status","life_cycle_stage_status","life_cycle_stage","technology_stack","user_base","platform","last_change_date","owned_by","it_application_owner","sys_updated_by","business_criticality","emergency_tier","data_classification","certified","model_id"
"E4E REN GEN SAP ECC (R4P) BR -- Administration - AA","The FI-Asset Accounting (FI-AA) component is used for managing the fixed assets in FI system. In Financial Accounting, it serves as a subsidiary ledger to the General Ledger, providing detailed information on transactions involving fixed assets.. Area Pillar Enel Green Power&Thermal Generation --  Area Administration -- Brazil.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) BR -- Administration - AP","SAP E4E Pillar Generation & Renovables - For Region Brazil -Modulo Administration is Submodule AP . Account Payable, the module manages the accounting of all the processes of the passive cycle. The main processes are: accounting of supplier invoices, accounting of payments, reports for monitoring the processes of the passive cycle.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) BR -- Administration - AR","SAP E4E Pillar Enel Green Power&Thermal Generation- Administration --  Brazil --  Accounts Receivable. Account Recivable , the module manages the accounting of all active cycle processes. The main processes are: accounting for customer invoices, accounting for receipts, reports for monitoring the processes of the active cycle.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) BR -- Administration - BL","""SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule BL for Brazil.
Bank Master Data
Posting of bank statement operations
Acquisition and accounting of bank statements from financial institutions.
The reconciliation activities related to the previous points.
Periodic revaluation of bank account balances in foreign currency.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) BR -- Administration - GL","""SAP E4E Pillar Enel Green Power&Thermal Generation - Area  Administration -- Brazil -- General Ledger
General Ledger (G/L) accounts are used to provide a picture of external accounting and accounts and to record all the business transactions in a SAP system. This software system is fully integrated with all the other operational areas of a company and ensures that the accounting data is always complete and accurate.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) BR -- Administration - TAX","Software solution that allows the management of different processes related to the tax affairs area, as the whole lifecycle of litigations. Pillar Enel Green Power&Thermal Generation-- Area Brazil
","","COTS (Commercial Off-The-Shelf NOT customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) BR -- Finance - TRCM","SAP E4E Pillar Enel green power & Thermal generations - Module Finance and Submodule TRCM for Area Brazil. Management of guarantees and credit lines. Cash Position, Liquidity Forecast, Cash Concentration, Liquidity Planner. House bank master data, Master data for financial transactions, National bank master data
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) BR -- Planning & Control - CO","The SAP CO (SAP Controlling) module provides support information to Management for the purpose of planning, reporting and monitoring business operations. In summary, thanks to the information provided by this module, the decision-making process by Management is greatly facilitated, included control object for budget industrial plan compliance.  --  Area Pillar Enel Green Power & Thermal Generation -- Area Brazil

","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL - Administration - TAX","It is a specific aplication in Pilar Renewables for TAX in Chile, with the purpose of managing the needs related to Chilean tax laws. It is mainly related to the Administration Area aplication, specifically with the RTR (Record to Report )-OTC (Order to Cash)-PTP (Procure To Pay)  processes.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) CL -- Administration - AA","SAP E4E Pillar Renewable & Thermal Generation - Module Administration and Submodule AA for Chile","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Administration - AP","SAP E4E Pillar Renewable & Thermal Generation - Module Administration and Submodule AP for Chile","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Administration - AR","SAP E4E Pillar Renewable & Thermal Generation - Module Administration and Submodule AR for Chile","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Administration - BL","SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule BL for Chile.
Bank Master Data
Posting of bank statement operations
Acquisition and accounting of bank statements from financial institutions.
The reconciliation activities related to the previous points.
Periodic revaluation of bank account balances in foreign currency.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Administration - GL","SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule GL for Chile","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Administration - SD","SAP E4E Pillar Renewables & Thermal Generation - Module Accounts Receivable and Submodule SD for Ch","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Finance - IHC","SAP E4E Pillar Renewables & Thermal Generation - Module Finance and Submodule IHC for Chile. Management of the following functionalities: Cash pooling, Intercompany Account Management, Centralized Payments, Current Accounts between Companies.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Finance - TRCM","SAP E4E Pillar Renewables & Thermal Generation - Module Finance and Submodule TRCM for Chile. Management of guarantees and credit lines. Cash Position, Liquidity Forecast, Cash Concentration, Liquidity Planner. House bank master data, Master data for financial transactions, National bank master data","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Planning & Control - CO","SAP E4E Pillar Renewables & Thermal Generation - Module Planning & Control and Submodule CO for Chi","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Planning & Control - FM","SAP E4E Pillar Renewables & Thermal Generation - Module Planning & Control and Submodule FM for Chi","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CL -- Planning & Control - PS","SAP E4E Pillar Renewables & Thermal Generation - Module Planning & Control and Submodule PS for Chi","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration -  BL","""SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule BL for Colombia.
Bank Master Data
Posting of bank statement operations
Acquisition and accounting of bank statements from financial institutions.
The reconciliation activities related to the previous points.
Periodic revaluation of bank account balances in foreign currency.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration - AA","The FI-Asset Accounting (FI-AA) component is used for managing the fixed assets in FI system. In Financial Accounting, it serves as a subsidiary ledger to the General Ledger, providing detailed information on transactions involving fixed assets.. Area Pillar Enel Green Power&Thermal Generation --  Area Administration -- Colombia.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration - AP","SAP E4E Pillar Generation & Renovables - For Region colombia -Modulo Administration is Submodule AP . Account Payable, the module manages the accounting of all the processes of the passive cycle. The main processes are: accounting of supplier invoices, accounting of payments, reports for monitoring the processes of the passive cycle.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration - AR","SAP E4E Pillar Enel Green Power&Thermal Generation- Administration --  Colombia --  Accounts Receivable. Account Recivable , the module manages the accounting of all active cycle processes. The main processes are: accounting for customer invoices, accounting for receipts, reports for monitoring the processes of the active cycle.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration - BL","","","COTS (Commercial Off-The-Shelf customized)","","","Cancelled","","","","","","","","","system","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration - BL","","","COTS (Commercial Off-The-Shelf customized)","","","Cancelled","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration - GL","""SAP E4E Pillar Enel Green Power&Thermal Generation - Area  Administration -- Colombia -- General Ledger
General Ledger (G/L) accounts are used to provide a picture of external accounting and accounts and to record all the business transactions in a SAP system. This software system is fully integrated with all the other operational areas of a company and ensures that the accounting data is always complete and accurate.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Administration – TX","Software solution that allows the management of different processes related to the tax affairs area, as the whole lifecycle of litigations. Pillar Enel Green Power&Thermal Generation-- Area Colombia
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Finance -  IHC","SAP E4E Pillar Renewables & Thermal Generation - Module Finance and Submodule IHC for Colombia. Management of the following functionalities: Cash pooling, Intercompany Account Management, Centralized Payments, Current Accounts between Companies.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Finance -  TRCM","SAP E4E Pillar Enel green power & Thermal generations - Module Finance and Submodule TRCM for Area Colombia. Management of guarantees and credit lines. Cash Position, Liquidity Forecast, Cash Concentration, Liquidity Planner. House bank master data, Master data for financial transactions, National bank master data
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Finance - IHC","","","COTS (Commercial Off-The-Shelf customized)","","","Cancelled","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Finance - TRCM","","","COTS (Commercial Off-The-Shelf customized)","","","Cancelled","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Holding & Staff Purchasing - MM-PUR","ERP Emgesa y Renovables Colombia","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-- Planning & Control - CO","The SAP CO (SAP Controlling) module provides support information to Management for the purpose of planning, reporting and monitoring business operations. In summary, thanks to the information provided by this module, the decision-making process by Management is greatly facilitated, and in this case, for business line Generation and Renovables at Enel.  On the other hand, this module is integrated with other SAP modules, such as, General Ledger, Asset Management, Accounts Payable, Accounts Receivable, Taxes and logistic modules like Material Management, Project System and Sales and Distribution.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CO-TRADING","Modulo SAP E4E para TRADING Colombia","","COTS (Commercial Off-The-Shelf customized)","","","Cancelled","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) CR -- Administration - AA","The FI-Asset Accounting (FI-AA) component is used for managing the fixed assets in FI system. In Financial Accounting, it serves as a subsidiary ledger to the General Ledger, providing detailed information on transactions involving fixed assets.. Area Pillar Enel Green Power&Thermal Generation --  Area Administration -- Costa Rica.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) CR -- Administration - AP","SAP E4E Pillar Generation & Renovables - For Region colombia -Modulo Administration is Submodule AP . Account Payable, the module manages the accounting of all the processes of the passive cycle. The main processes are: accounting of supplier invoices, accounting of payments, reports for monitoring the processes of the passive cycle. Area Administration  Costa Rica.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) CR -- Administration - AR","SAP E4E Pillar Enel Green Power&Thermal Generation- Administration --  Costa Rica --  Accounts Receivable. Account Recivable , the module manages the accounting of all active cycle processes. The main processes are: accounting for customer invoices, accounting for receipts, reports for monitoring the processes of the active cycle.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) CR -- Administration - BL","""SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule BL for Costa Rica.
Bank Master Data
Posting of bank statement operations
Acquisition and accounting of bank statements from financial institutions.
The reconciliation activities related to the previous points.
Periodic revaluation of bank account balances in foreign currency.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) CR -- Administration - GL","""SAP E4E Pillar Enel Green Power&Thermal Generation - Area  Administration -- Costa Rica -- General Ledger
General Ledger (G/L) accounts are used to provide a picture of external accounting and accounts and to record all the business transactions in a SAP system. This software system is fully integrated with all the other operational areas of a company and ensures that the accounting data is always complete and accurate.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) CR -- Finance - TR","SAP E4E Pillar Enel green power & Thermal generations - Module Finance and Submodule TRCM. . Management of guarantees and credit lines. Cash Position, Liquidity Forecast, Cash Concentration, Liquidity Planner. House bank master data, Master data for financial transactions, National bank master data. Area Costa Rica
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) CR -- Planninng & Controlling - CO","The SAP CO (SAP Controlling) module provides support information to Management for the purpose of planning, reporting and monitoring business operations. In summary, thanks to the information provided by this module, the decision-making process by Management is greatly facilitated, included control object for budget industrial plan compliance.  --  Area Pillar  Enel Green Power&Thermal Generation -- Area Costa Rica
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) ES -- Administration - AR","SAP E4E Pillar Enel Green Power&Thermal Generation- Administration --  Spain --  Accounts Receivable. Account Recivable , the module manages the accounting of all active cycle processes. The main processes are: accounting for customer invoices, accounting for receipts, reports for monitoring the processes of the active cycle.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) ES -- Administration - BL","""SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule BL for Spain.
Bank Master Data
Posting of bank statement operations
Acquisition and accounting of bank statements from financial institutions.
The reconciliation activities related to the previous points.
Periodic revaluation of bank account balances in foreign currency.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) ES -- Administration – TX","Software solution that allows the management of different processes related to the tax affairs area, as the whole lifecycle of litigations. Pillar Market&Services-- Area Spain.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) ES -- Planning & Control - CO","SAP E4E Pillar Generation (R4P)-  Area Planning&Control - Module CO Controlling for Iberia.  The SAP CO module facilitates planning, recording, and tracking of business transactions. It also includes methods of monitoring and managing costs required for financial reporting. In other words, it deals with the coordination, optimization, and monitoring of all the business processes within the organization.  
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) ES -- Planning & Control - FM (Funds Management)","SAP E4E Pillar R4P - AFC - Modulo FM","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) ES – Workflow - WF","SAP E4E Pillar Renewables & Thermal Generation - Module Worflow for Area Spain -- . Module for the administration and management of the signature circuits for budget consumption authorizations, order requests and integrations with other Purchasing systems of the Enel Group.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) GR -- Administration - AA","The FI-Asset Accounting (FI-AA) component is used for managing the fixed assets in FI system. In Financial Accounting, it serves as a subsidiary ledger to the General Ledger, providing detailed information on transactions involving fixed assets.. Area Pillar Enel Green Power&Thermal Generation --  Area Administration -- Greece.
","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR -- Administration - AP","E4E GPG Pillar - Accounting Payable Module Greece Region .Account Payable, the module manages the accounting of all the processes of the passive cycle. The main processes are: accounting of supplier invoices, accounting of payments, reports for monitoring the processes of the passive cycle.","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR -- Administration - AR","E4E GPG Pillar - Accounting Receivable Module Greece Region. Account Recivable , the module manages the accounting of all active cycle processes. The main processes are: accounting for customer invoices, accounting for receipts, reports for monitoring the processes of the active cycle.","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR -- Administration - BL","""SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule BL for Greece.
Bank Master Data
Posting of bank statement operations
Acquisition and accounting of bank statements from financial institutions.
The reconciliation activities related to the previous points.
Periodic revaluation of bank account balances in foreign currency.""
","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR -- Administration - GL","""SAP E4E Pillar Enel Green Power&Thermal Generation - Area  Administration -- Greece -- General Ledger
General Ledger (G/L) accounts are used to provide a picture of external accounting and accounts and to record all the business transactions in a SAP system. This software system is fully integrated with all the other operational areas of a company and ensures that the accounting data is always complete and accurate.""

","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR -- Finance - TR","SAP E4E Pillar Enel green power & Thermal generations - Module Finance and Submodule TRCM. . Management of guarantees and credit lines. Cash Position, Liquidity Forecast, Cash Concentration, Liquidity Planner. House bank master data, Master data for financial transactions, National bank master data. Area Greece
","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR -- Planning & Control - CO","The SAP CO (SAP Controlling) module provides support information to Management for the purpose of planning, reporting and monitoring business operations. In summary, thanks to the information provided by this module, the decision-making process by Management is greatly facilitated, included control object for budget industrial plan compliance.  --  Area Pillar Enel Green Power & Thermal Generation -- Area Greece
","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR ENEL –  AFC","As a result of the stewardship between Enel Green Power Hellas and Macquaire Asset Management, this app was created to discriminate the roles of these companies within the REN pillar in SAP. In this way, the service promised by the Enel Group in the process of stewardship that asset can be maintained.



","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GR ENEL – CORE","As a result of the stewardship between Enel Green Power Hellas and Macquaire Asset Management, this app was created to discriminate the roles of these companies within the REN pillar in SAP. In this way, the service promised by the Enel Group in the process of stewardship that asset can be maintained.


","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GT -- Administration - AA","The FI-Asset Accounting (FI-AA) component is used for managing the fixed assets in FI system. In Financial Accounting, it serves as a subsidiary ledger to the General Ledger, providing detailed information on transactions involving fixed assets.. Area Pillar Enel Green Power&Thermal Generation --  Area Administration -- Guatemala.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GT -- Administration - AP","SAP E4E Pillar Generation & Renovables - For Region colombia -Modulo Administration is Submodule AP . Account Payable, the module manages the accounting of all the processes of the passive cycle. The main processes are: accounting of supplier invoices, accounting of payments, reports for monitoring the processes of the passive cycle. Area Administration  Guatemala.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GT -- Administration - AR","SAP E4E Pillar Enel Green Power&Thermal Generation- Administration --  Guatemala --  Accounts Receivable. Account Recivable , the module manages the accounting of all active cycle processes. The main processes are: accounting for customer invoices, accounting for receipts, reports for monitoring the processes of the active cycle.
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GT -- Administration - BL","""SAP E4E Pillar Renewables & Thermal Generation - Module Administration and Submodule BL for Guatemala.
Bank Master Data
Posting of bank statement operations
Acquisition and accounting of bank statements from financial institutions.
The reconciliation activities related to the previous points.
Periodic revaluation of bank account balances in foreign currency.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GT -- Administration - GL","""SAP E4E Pillar Enel Green Power&Thermal Generation - Area  Administration -- Guatemala -- General Ledger
General Ledger (G/L) accounts are used to provide a picture of external accounting and accounts and to record all the business transactions in a SAP system. This software system is fully integrated with all the other operational areas of a company and ensures that the accounting data is always complete and accurate.""
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GT -- Finance - TR","SAP E4E Pillar Enel green power & Thermal generations - Module Finance and Submodule TRCM. . Management of guarantees and credit lines. Cash Position, Liquidity Forecast, Cash Concentration, Liquidity Planner. House bank master data, Master data for financial transactions, National bank master data. Area Guatemala
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GT -- Planninng & Controlling - CO","The SAP CO (SAP Controlling) module provides support information to Management for the purpose of planning, reporting and monitoring business operations. In summary, thanks to the information provided by this module, the decision-making process by Management is greatly facilitated, included control object for budget industrial plan compliance.  --  Area Pillar  Enel Green Power&Thermal Generation -- Area Guatemala
","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) GTG Global","E4E GEN SAP ECC (R4P) GTG gLOBAL -- moduli Trasversali","","COTS (Commercial Off-The-Shelf customized)","","","Retired","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) IN ENEL – AFC","As a result of the sale to ""Waaree Energies"" of ""Enel Green Power India Private Limited"", this app was created to discriminate the roles of these companies within the REN pillar in SAP. 
In this way, the service promised by the Enel Group in the process of stewardship that asset can be maintained.","","COTS (Commercial Off-The-Shelf NOT customized)","","","Retired","","","","","","","","","A463954","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) IN ENEL – CORE","As a result of the sale to ""Waaree Energies"" of ""Enel Green Power India Private Limited"", this app was created to discriminate the roles of these companies within the REN pillar in SAP. 
In this way, the service promised by the Enel Group in the process of stewardship that asset can be maintained.","","COTS (Commercial Off-The-Shelf NOT customized)","","","Retired","","","","","","","","","ES46355667H","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) MX -- Administration - AA","E4E GPG Pillar - Accounting Payable Module Mexico Region. It is used for managing and monitoring fixed asset also  serves as a subsidiary ledger to the general ledger, providing detailed of fixed assets","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) MX -- Administration - AP","E4E GPG Pillar - Accounting Payable Module Mexico Region. It is used to manage and record Accounting data for all the vendors. It handles vendor invoices, approvals, payments and other allied activities.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) MX -- Administration - AR","E4E GPG Pillar - Accounting Receivable Module Mexico Region.  This module enables people inside SAP to manage the Accounts Receivable at company ","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) MX -- Administration - GL","E4E GPG Pillar - General Ledger Module Mexico Region.The main purpose of general ledger accounting is to fully represent external accounting and the accounts involved in it.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) MX -- Administration - BL","E4E GPG Pillar - Bank Ledger Module Mexico Region. IT module is for managment of all Accouing in Banks","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) MX -- Finance - TR","E4E GPG Pillar - Financial Treasury Module Mexico Region. This module enable users to manage the Tresoury proccess for all products at Company.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) MX -- Planning & Controlling - CO","E4E GPG Pillar -Planning and Controlling Module Mexico Region. It is used in the accounting area so that you can manage your cost structure and make decisions based on them.","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso","Unknown"
"E4E REN GEN SAP ECC (R4P) NA -- Administration - AA","This Application should to be used just in case of Planned or Real Outage of E4E SAP Global Power Generation (R4P) complete system (this module has been defined for E4E REN GEN SAP ECC (R4P) NA -- Administration - AA)","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) NA -- Administration - AP","This Application should to be used just in case of Planned or Real Outage of E4E SAP Global Power Generation (R4P) complete system (this module has been defined for E4E REN GEN SAP ECC (R4P) NA -- Administration - AP)","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) NA -- Administration - AR","This Application should to be used just in case of Planned or Real Outage of E4E SAP Global Power Generation (R4P) complete system (this module has been defined for E4E REN GEN SAP ECC (R4P) NA -- Administration - AR)","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) NA -- Administration - BL","This Application should to be used just in case of Planned or Real Outage of E4E SAP Global Power Generation (R4P) complete system (this module has been defined for E4E REN GEN SAP ECC (R4P) NA -- Administration - BL)","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) NA -- Administration - GL","This Application should to be used just in case of Planned or Real Outage of E4E SAP Global Power Generation (R4P) complete system (this module has been defined for E4E REN GEN SAP ECC (R4P) NA -- Administration - GL)","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) NA -- Finance - TR","This Application should to be used just in case of Planned or Real Outage of E4E SAP Global Power Generation (R4P) complete system (this module has been defined for E4E REN GEN SAP ECC (R4P) NA -- Finance - TR)","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
"E4E REN GEN SAP ECC (R4P) NA -- Planning & Control - CO","This Application should to be used just in case of Planned or Real Outage of E4E SAP Global Power Generation (R4P) complete system (this module has been defined for E4E REN GEN SAP ECC (R4P) NA -- Planning & Control - CO)","","COTS (Commercial Off-The-Shelf customized)","","","Active","","","","","","","","","admin","","","","falso",""
